Image,model_name,Score
3dgcqa-4k/hunyuan/hy_a_smart_home_device_automating_innovative_style,hunyuan,4.4
3dgcqa-4k/hunyuan/hy_a_ramekin_filling_culinary_style,hunyuan,4.7
3dgcqa-4k/hunyuan/hy_a_robot_vacuum_cleaning_automated_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_VR_headset_immersing_artistic_style,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_instant_pot_cooking_modern_style,hunyuan,4.1
3dgcqa-4k/hunyuan/hy_a_trowel_spreading_masonry_style,hunyuan,4.0
3dgcqa-4k/hunyuan/hy_a_bubble_wand_blowing_fun_style.zip,hunyuan,3.8
3dgcqa-4k/hunyuan/hy_a_pavlova_topping_fluffy_style,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_helmet_glowing_sci-fi_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_chocolate_bar_breaking_indulgent_style,hunyuan,1.9
3dgcqa-4k/hunyuan/hy_a_shovel_digging_outdoor_style,hunyuan,4.7
3dgcqa-4k/hunyuan/hy_a_pottery_wheel_turning_rustic_style,hunyuan,4.1
3dgcqa-4k/hunyuan/hy_a_clay_jug_pouring_pastoral_style,hunyuan,4.1
3dgcqa-4k/hunyuan/hy_a_cocktail_glass_shaking_tropical_style,hunyuan,5.0
3dgcqa-4k/hunyuan/hy_a_herbal_infusion_brewing_natural_style,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_fruit_tart_arranging_colorful_style,hunyuan,4.8
3dgcqa-4k/hunyuan/hy_a_knight's_armor_clanking_medieval_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_cinnamon_stick_curling_rustic_style,hunyuan,4.1
3dgcqa-4k/hunyuan/hy_a_plunger_plunging_household_style,hunyuan,3.0
3dgcqa-4k/hunyuan/hy_a_teacup_sipping_elegant_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_handbag_accessorizing_stylish_style,hunyuan,3.5
3dgcqa-4k/hunyuan/hy_a_water_bottle_splashing_contemporary_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_kaleidoscope_twisting_colorful_style.zip,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_soldering_iron_welding_delicate_style.zip,hunyuan,4.0
3dgcqa-4k/hunyuan/hy_a_jar_opening_retro_style,hunyuan,4.0
3dgcqa-4k/hunyuan/hy_a_plate_spinning_minimalist_style,hunyuan,3.9
3dgcqa-4k/hunyuan/hy_a_frisbee_flying_outdoor_style,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_samurai_sword_unsheathing_warrior_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_crown_shining_fantasy_style,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_turban_wrapping_traditional_style,hunyuan,3.5
3dgcqa-4k/hunyuan/hy_a_scroll_revealing_mystical_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_trampoline_bouncing_energetic_style,hunyuan,3.8
3dgcqa-4k/hunyuan/hy_a_wasabi_root_grating_Japanese_style,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_chisel_carving_photorealistic_style,hunyuan,3.6
3dgcqa-4k/hunyuan/hy_a_graphics_tablet_drawing_artistic_style.zip,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_ceramic_egg_cracking_surprise_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_drone_flying_technical_drawing_style,hunyuan,2.3
3dgcqa-4k/hunyuan/hy_a_cortado_sipping_balanced_style.zip,hunyuan,4.7
3dgcqa-4k/hunyuan/hy_a_clay_tablet_inscribing_ancient_style,hunyuan,3.2
3dgcqa-4k/hunyuan/hy_a_scooter_riding_urban_style,hunyuan,4.7
3dgcqa-4k/hunyuan/hy_a_monocle_focusing_vintage_style,hunyuan,3.7
3dgcqa-4k/hunyuan/hy_a_teapot_whistling_line_art_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_silk_ribbon_fluttering_elegant_style,hunyuan,4.4
3dgcqa-4k/hunyuan/hy_a_smart_thermostat_controlling_sleek_style,hunyuan,1.1
3dgcqa-4k/hunyuan/hy_a_calculator_calculating_educational_style,hunyuan,4.2
3dgcqa-4k/hunyuan/hy_a_nutmeg_grating_spiced_style,hunyuan,2.0
3dgcqa-4k/hunyuan/hy_a_fidget_spinner_spinning_trendy_style,hunyuan,3.6
3dgcqa-4k/hunyuan/hy_a_dragon_egg_hatching_fantasy_style,hunyuan,4.7
3dgcqa-4k/hunyuan/hy_a_espresso_machine_brewing_aromatic_style,hunyuan,3.4
3dgcqa-4k/hunyuan/hy_a_video_doorbell_monitoring_smart_style.zip,hunyuan,4.7
3dgcqa-4k/hunyuan/hy_a_gelatin_setting_jiggly_style,hunyuan,3.4
3dgcqa-4k/hunyuan/hy_a_smartwatch_notifying_sleek_style,hunyuan,4.4
3dgcqa-4k/hunyuan/hy_a_shawl_weaving_intricate_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_periscope_peeking_innovative_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_lemonade_dripping_graffiti_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_angel_food_cake_slicing_airy_style,hunyuan,4.9
3dgcqa-4k/hunyuan/hy_a_humidifier_misting_wellness_style,hunyuan,1.1
3dgcqa-4k/hunyuan/hy_a_mug_steaming_pop_art_style,hunyuan,3.8
3dgcqa-4k/hunyuan/hy_a_drill_boring_powerful_style,hunyuan,4.2
3dgcqa-4k/hunyuan/hy_a_siamese_fighting_fish_swimming_exotic_style,hunyuan,4.8
3dgcqa-4k/hunyuan/hy_a_pharaoh_mask_staring_egyptian_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_pepper_grinding_bold_style,hunyuan,2.0
3dgcqa-4k/hunyuan/hy_a_goblet_drinking_medieval_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_doormat_wiping_welcome_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_canary_singing_bright_style,hunyuan,3.8
3dgcqa-4k/hunyuan/hy_a_coffee_cup_steaming_watercolor_style,hunyuan,4.4
3dgcqa-4k/hunyuan/hy_a_churro_frying_cinnamon_style,hunyuan,3.7
3dgcqa-4k/hunyuan/hy_a_toy_car_zooming_comic_style,hunyuan,2.7
3dgcqa-4k/hunyuan/hy_a_peppermint_cooling_refreshing_style,hunyuan,4.7
3dgcqa-4k/hunyuan/hy_a_fondue_pot_bubbling_convivial_style,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_ball_bouncing_surreal_style,hunyuan,4.1
3dgcqa-4k/hunyuan/hy_a_air_purifier_purifying_clean_style,hunyuan,4.7
3dgcqa-4k/hunyuan/hy_a_casserole_dish_baking_homely_style,hunyuan,2.8
3dgcqa-4k/hunyuan/hy_a_gaming_mouse_clicking_responsive_style,hunyuan,3.4
3dgcqa-4k/hunyuan/hy_a_dog_barking_comic_style,hunyuan,5.0
3dgcqa-4k/hunyuan/hy_a_brownie_baking_fudgy_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_quill_writing_classical_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_building_blocks_constructing_architectural_style,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_cupcake_decorating_kawaii_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_juice_squeezing_fresh_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_smoothie_bowl_blending_vibrant_style,hunyuan,5.0
3dgcqa-4k/hunyuan/hy_a_basil_leaf_crushing_fresh_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_train_chugging_illustrative_style,hunyuan,5.0
3dgcqa-4k/hunyuan/hy_a_mallet_pounding_robust_style,hunyuan,5.0
3dgcqa-4k/hunyuan/hy_a_blocks_stacking_Bauhaus_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_rune_stone_reading_Viking_styl,hunyuan,4.2
3dgcqa-4k/hunyuan/hy_a_turmeric_latte_mixing_golden_style,hunyuan,3.0
3dgcqa-4k/hunyuan/hy_a_sandpaper_sanding_smooth_style,hunyuan,1.5
3dgcqa-4k/hunyuan/hy_a_bunny_nibbling_soft_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_cannonball_firing_historical_style,hunyuan,4.1
3dgcqa-4k/hunyuan/hy_a_cashmere_scarf_wrapping_luxurious_style,hunyuan,4.7
3dgcqa-4k/hunyuan/hy_a_teapot_pouring_abstract_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_toy_plane_soaring_aviation_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_canary_singing_melodic_style.zip,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_parakeet_chirping_lively_style,hunyuan,4.1
3dgcqa-4k/hunyuan/hy_a_burlap_sack_tying_utilitarian_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_astrolabe_exploring_navigational_style,hunyuan,4.8
3dgcqa-4k/hunyuan/hy_a_marbles_rolling_classic_style,hunyuan,2.6
3dgcqa-4k/hunyuan/hy_a_chamomile_tea_steeping_calming_style.zip,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_robot_walking_sci-fi_style,hunyuan,4.7
3dgcqa-4k/hunyuan/hy_a_nutmeg_grating_spicy_style,hunyuan,3.2
3dgcqa-4k/hunyuan/hy_a_compass_pointing_adventure_style,hunyuan,4.1
3dgcqa-4k/hunyuan/hy_a_eclair_filling_classic_style,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_stein_clinking_festive_style,hunyuan,2.7
3dgcqa-4k/hunyuan/hy_a_gelato_scooping_creamy_style,hunyuan,4.8
3dgcqa-4k/hunyuan/hy_a_sweater_vest_layering_preppy_style,hunyuan,5.0
3dgcqa-4k/hunyuan/hy_a_roman_coin_flipping_historical_style,hunyuan,5.0
3dgcqa-4k/hunyuan/hy_a_rabbit_hopping_line_art_style,hunyuan,5.0
3dgcqa-4k/hunyuan/hy_a_train_set_assembling_intricate_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_flag_waving_patriotic_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_dalmatian_spotted_classic_style,hunyuan,3.5
3dgcqa-4k/hunyuan/hy_a_denim_jacket_fraying_edgy_style,hunyuan,4.8
3dgcqa-4k/hunyuan/hy_a_biscotti_dipping_crunchy_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_cat_purring_cartoon_style,hunyuan,5.0
3dgcqa-4k/hunyuan/hy_a_malt_shake_thickening_creamy_style,hunyuan,4.0
3dgcqa-4k/hunyuan/hy_a_doorbell_camera_watching_security_style,hunyuan,5.0
3dgcqa-4k/hunyuan/hy_a_anvil_forging_medieval_style,hunyuan,5.0
3dgcqa-4k/hunyuan/hy_a_kite_flying_whimsical_style,hunyuan,4.1
3dgcqa-4k/hunyuan/hy_a_chicken_pecking_farm_style,hunyuan,4.2
3dgcqa-4k/hunyuan/hy_a_beer_mug_foaming_hand-drawn_style,hunyuan,4.0
3dgcqa-4k/hunyuan/hy_a_bulldog_drooling_wrinkly_style,hunyuan,4.4
3dgcqa-4k/hunyuan/hy_a_clove_scenting_warm_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_chili_powder_spicing_fiery_style,hunyuan,3.7
3dgcqa-4k/hunyuan/hy_a_lemongrass_stalk_steeping_Thai_style,hunyuan,3.7
3dgcqa-4k/hunyuan/hy_a_tablecloth_spreading_rustic_style,hunyuan,4.8
3dgcqa-4k/hunyuan/hy_a_curtain_hanging_elegant_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_trifle_layering_festive_style,hunyuan,4.0
3dgcqa-4k/hunyuan/hy_a_lizard_climbing_geometric_style,hunyuan,4.9
3dgcqa-4k/hunyuan/hy_a_glue_gun_bonding_crafty_style,hunyuan,4.7
3dgcqa-4k/hunyuan/hy_a_model_rocket_launching_educational_style,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_chariot_wheel_rolling_epic_style,hunyuan,4.2
3dgcqa-4k/hunyuan/hy_a_poodle_prancing_stylish_style,hunyuan,4.7
3dgcqa-4k/hunyuan/hy_a_milkshake_swirling_retro_style,hunyuan,2.9
3dgcqa-4k/hunyuan/hy_a_rug_unraveling_tribal_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_compass_rose_guiding_navigational_style,hunyuan,2.0
3dgcqa-4k/hunyuan/hy_a_lantern_illuminating_vintage_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_toy_soldier_marching_military_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_frappe_blending_cold_style,hunyuan,4.7
3dgcqa-4k/hunyuan/hy_a_gecko_sticking_adhesive_style,hunyuan,4.7
3dgcqa-4k/hunyuan/hy_a_eclair_glazing_French_style,hunyuan,3.8
3dgcqa-4k/hunyuan/hy_a_air_conditioner_cooling_summer_style,hunyuan,3.4
3dgcqa-4k/hunyuan/hy_a_ancient_key_turning_mysterious_style,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_gingerbread_house_building_festive_style,hunyuan,4.2
3dgcqa-4k/hunyuan/hy_a_treasure_chest_unlocking_pirate_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_pitcher_filling_country_style,hunyuan,4.2
3dgcqa-4k/hunyuan/hy_a_fennel_seed_cracking_fresh_style,hunyuan,4.7
3dgcqa-4k/hunyuan/hy_a_spinning_top_spinning_kinetic_style,hunyuan,4.4
3dgcqa-4k/hunyuan/hy_a_yo_yo_spinning_abstract_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_beagle_sniffing_active_style,hunyuan,3.1
3dgcqa-4k/hunyuan/hy_a_cumin_seed_toasting_earthy_style,hunyuan,3.1
3dgcqa-4k/hunyuan/hy_a_toy_boat_sailing_maritime_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_ankh_holding_symbolic_style,hunyuan,4.4
3dgcqa-4k/hunyuan/hy_a_bearded_dragon_basking_reptilian_style,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_red_wine_breathing_elegant_style,hunyuan,3.4
3dgcqa-4k/hunyuan/hy_a_matcha_latte_whisking_zen_style,hunyuan,3.5
3dgcqa-4k/hunyuan/hy_a_beanie_knitting_urban_style,hunyuan,4.7
3dgcqa-4k/hunyuan/hy_a_fireplace_warming_cozy_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_juniper_berry_infusing_gin_style,hunyuan,4.8
3dgcqa-4k/hunyuan/hy_a_file_smoothing_industrial_style,hunyuan,4.2
3dgcqa-4k/hunyuan/hy_a_plush_toy_hugging_soft_style,hunyuan,5.0
3dgcqa-4k/hunyuan/hy_a_slinky_stretching_retro_style,hunyuan,2.8
3dgcqa-4k/hunyuan/hy_a_screwdriver_twisting_blueprint_style,hunyuan,5.0
3dgcqa-4k/hunyuan/hy_a_seltzer_bubbling_refreshing_style,hunyuan,4.1
3dgcqa-4k/hunyuan/hy_a_cake_frosting_pastel_style,hunyuan,3.5
3dgcqa-4k/hunyuan/hy_a_nail_gun_nailing_efficient_style,hunyuan,4.8
3dgcqa-4k/hunyuan/hy_a_hedgehog_curling_spiky_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_pliers_gripping_rough_sketch_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_iced_tea_cooling_summer_style,hunyuan,4.4
3dgcqa-4k/hunyuan/hy_a_saffron_thread_steeping_luxurious_style,hunyuan,0.0
3dgcqa-4k/hunyuan/hy_a_tabby_cat_lounging_relaxed_style,hunyuan,5.0
3dgcqa-4k/hunyuan/hy_a_tart_glazing_glossy_style,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_cookie_jar_opening_nostalgic_style,hunyuan,5.0
3dgcqa-4k/hunyuan/hy_a_sundial_shadowing_timeless_style,hunyuan,0.0
3dgcqa-4k/hunyuan/hy_a_toy_gun_shooting_action-packed_style,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_espresso_martini_shaking_classy_style.zip,hunyuan,3.9
3dgcqa-4k/hunyuan/hy_a_level_balancing_steampunk_style,hunyuan,4.2
3dgcqa-4k/hunyuan/hy_a_salt_shaker_shaking_functional_style,hunyuan,4.2
3dgcqa-4k/hunyuan/hy_a_pina_colada_chilling_holiday_style,hunyuan,0.0
3dgcqa-4k/hunyuan/hy_a_bay_leaf_simmering_aromatic_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_guinea_pig_squeaking_cuddly_style,hunyuan,4.2
3dgcqa-4k/hunyuan/hy_a_wool_sweater_knitting_handmade_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_blanket_folding_vintage_style,hunyuan,2.5
3dgcqa-4k/hunyuan/hy_a_wine_glass_clinking_minimalist_style,hunyuan,4.4
3dgcqa-4k/hunyuan/hy_a_ferret_tunneling_curious_style.zip,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_digital_piano_playing_musical_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_peppermint_tea_steaming_soothing_style,hunyuan,5.0
3dgcqa-4k/hunyuan/hy_a_dollhouse_decorating_miniature_style,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_drill_rotating_3D_style,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_plunger_unclogging_essential_style.zip,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_broom_sweeping_traditional_style,hunyuan,1.6
3dgcqa-4k/hunyuan/hy_a_balloon_inflating_festive_style,hunyuan,2.9
3dgcqa-4k/hunyuan/hy_a_lollipop_licking_colorful_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_speaker_blasting_neon_style,hunyuan,4.4
3dgcqa-4k/hunyuan/hy_a_quilt_patching_cozy_style,hunyuan,3.9
3dgcqa-4k/hunyuan/hy_a_cappuccino_frothing_Italian_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_tureen_serving_grand_style,hunyuan,4.4
3dgcqa-4k/hunyuan/hy_a_crowbar_prying_robust_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_sock_knitting_homely_style,hunyuan,5.0
3dgcqa-4k/hunyuan/hy_a_ceramic_fish_swimming_tropical_style,hunyuan,5.0
3dgcqa-4k/hunyuan/hy_a_pudding_wobbling_jiggly_style,hunyuan,4.2
3dgcqa-4k/hunyuan/hy_a_shield_blocking_steampunk_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_sangria_infusing_fruity_style,hunyuan,4.8
3dgcqa-4k/hunyuan/hy_a_pitcher_overflowing_cartoon_style,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_kimono_wrapping_oriental_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_gelato_scooping_Italian_style,hunyuan,4.2
3dgcqa-4k/hunyuan/hy_a_waffle_topping_Belgian_style,hunyuan,4.5
3dgcqa-4k/hunyuan/hy_a_root_beer_foaming_nostalgic_style,hunyuan,4.1
3dgcqa-4k/hunyuan/hy_a_sundae_melting_neon_style,hunyuan,4.4
3dgcqa-4k/hunyuan/hy_a_pie_steaming_homestyle,hunyuan,3.9
3dgcqa-4k/hunyuan/hy_a_coffee_machine_brewing_morning_style,hunyuan,4.1
3dgcqa-4k/hunyuan/hy_a_hot_toddy_simmering_warming_style,hunyuan,4.2
3dgcqa-4k/hunyuan/hy_a_vanilla_pod_splitting_sweet_style,hunyuan,4.2
3dgcqa-4k/hunyuan/hy_a_kitten_playing_playful_style,hunyuan,4.0
3dgcqa-4k/hunyuan/hy_a_velvet_cushion_softening_plush_style,hunyuan,3.4
3dgcqa-4k/hunyuan/hy_a_cummerbund_adjusting_formal_style,hunyuan,4.0
3dgcqa-4k/hunyuan/hy_a_dragon_vase_roaring_mythical_style,hunyuan,4.6
3dgcqa-4k/hunyuan/hy_a_shop_vac_vacuuming_heavy-duty_style.zip,hunyuan,4.7
3dgcqa-4k/hunyuan/hy_a_parfait_layering_sleek_style,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_handwoven_blanket_comforting_cozy_style,hunyuan,4.3
3dgcqa-4k/hunyuan/hy_a_garlic_clove_crushing_pungent_style,hunyuan,3.8
3dgcqa-4k/hunyuan/hy_a_smart_lock_securing_futuristic_style,hunyuan,3.9
3dgcqa-4k/hunyuan/hy_a_peacock_displaying_regal_style.zip,hunyuan,4.1
3dgcqa-4k/hunyuan/hy_a_oregano_drying_Mediterranean_style,hunyuan,5.0
3dgcqa-4k/hunyuan/hy_a_hair_dryer_blowing_salon_style,hunyuan,4.7
3dgcqa-4k/hunyuan/hy_a_cocktail_shaking_cubist_style,hunyuan,2.5
3dgcqa-4k/hunyuan/hy_a_chalice_filling_ceremonial_style,hunyuan,4.2
"3dgcqa-4k/latentnerf/a_yo-yo,_spinning,_abstract_style@20251024-165057",latentnerf,0.0
"3dgcqa-4k/latentnerf/a_goblet,_spilling,_gothic_style@20250919-155532",latentnerf,2.0
"3dgcqa-4k/latentnerf/a_handbag,_accessorizing,_stylish_style@20250923-071805",latentnerf,1.7
"3dgcqa-4k/latentnerf/a_smoothie_bowl,_blending,_vibrant_style@20250910-055906",latentnerf,0.0
"3dgcqa-4k/latentnerf/a_canary,_singing,_melodic_style@20250911-020059",latentnerf,0.5
"3dgcqa-4k/latentnerf/a_koi_fish,_swimming,_ornamental_style@20250909-045058",latentnerf,0.4
"3dgcqa-4k/latentnerf/a_cheesecake,_slicing,_decadent_style@20250912-150905",latentnerf,0.0
"3dgcqa-4k/latentnerf/a_rubber_duck,_floating,_bath_time_style@20250909-151443",latentnerf,1.6
"3dgcqa-4k/latentnerf/a_hedgehog,_curling,_spiky_style@20250923-182306",latentnerf,0.5
"3dgcqa-4k/latentnerf/a_waffle,_topping,_Belgian_style@20250909-163437",latentnerf,0.4
"3dgcqa-4k/latentnerf/a_lego_set,_building,_creative_style@20250918-210314",latentnerf,0.4
"3dgcqa-4k/latentnerf/a_trowel,_spreading,_masonry_style@20250920-142925",latentnerf,1.2
"3dgcqa-4k/latentnerf/a_building_blocks,_constructing,_architectural_style@20250910-155439",latentnerf,1.1
"3dgcqa-4k/latentnerf/a_nail_gun,_nailing,_efficient_style@20250919-183624",latentnerf,1.4
"3dgcqa-4k/latentnerf/a_dachshund,_burrowing,_playful_style@20251024-190255",latentnerf,1.4
"3dgcqa-4k/latentnerf/a_jar,_opening,_retro_style@20250917-220858",latentnerf,2.0
"3dgcqa-4k/latentnerf/a_anvil,_forging,_medieval_style@20250919-080747",latentnerf,0.6
"3dgcqa-4k/latentnerf/a_guinea_pig,_nibbling,_detailed_style@20251024-172446",latentnerf,2.1
"3dgcqa-4k/latentnerf/a_saffron_thread,_blooming,_exotic_style@20250923-101352",latentnerf,2.4
"3dgcqa-4k/latentnerf/a_pitcher,_overflowing,_cartoon_style@20250917-225457",latentnerf,0.4
"3dgcqa-4k/latentnerf/a_matcha_latte,_whisking,_zen_style@20251024-175719",latentnerf,0.5
"3dgcqa-4k/latentnerf/a_tablecloth,_spreading,_elegant_style@20250923-033717",latentnerf,0.6
"3dgcqa-4k/latentnerf/a_brownie,_baking,_cozy_style@20250920-060028",latentnerf,2.5
"3dgcqa-4k/latentnerf/a_garlic_clove,_crushing,_pungent_style@20250910-160903",latentnerf,0.4
"3dgcqa-4k/latentnerf/a_lollipop,_licking,_colorful_style@20250923-132626",latentnerf,1.3
"3dgcqa-4k/latentnerf/a_espresso_martini,_shaking,_classy_style@20250911-142423",latentnerf,0.9
"3dgcqa-4k/latentnerf/a_kaleidoscope,_twisting,_colorful_style@20251024-175719",latentnerf,1.2
"3dgcqa-4k/latentnerf/a_corgi,_running,_energetic_style@20250923-182219",latentnerf,0.4
"3dgcqa-4k/latentnerf/a_chocolate_bar,_breaking,_indulgent_style@20250912-162546",latentnerf,0.0
"3dgcqa-4k/latentnerf/a_shawl,_weaving,_intricate_style@20250922-035601",latentnerf,3.2
"3dgcqa-4k/latentnerf/a_fennel_seed,_cracking,_fresh_style@20250911-113420",latentnerf,1.0
"3dgcqa-4k/latentnerf/a_puzzle_box,_solving,_intricate_style@20250917-214612",latentnerf,0.0
"3dgcqa-4k/latentnerf/a_dragon_egg,_hatching,_fantasy_style@20250910-012704",latentnerf,2.1
"3dgcqa-4k/latentnerf/a_chive,_chopping,_garnish_style@20250911-015621",latentnerf,0.7
"3dgcqa-4k/latentnerf/a_inkwell,_dipping,_classic_style@20250919-175119",latentnerf,1.3
"3dgcqa-4k/latentnerf/a_angel_food_cake,_slicing,_airy_style@20250923-174715",latentnerf,1.5
"3dgcqa-4k/latentnerf/a_ceramic_fish,_swimming,_tropical_style@20250909-045347",latentnerf,2.7
"3dgcqa-4k/latentnerf/a_thyme_sprig,_adding,_subtle_style@20250919-082227",latentnerf,2.1
"3dgcqa-4k/latentnerf/a_caulking_gun,_sealing,_precise_style@20250919-183047",latentnerf,3.5
"3dgcqa-4k/latentnerf/a_marshmallow,_toasting,_campfire_style@20250909-051813",latentnerf,1.8
"3dgcqa-4k/latentnerf/a_piglet,_snorting,_adorable_style@20250912-111627",latentnerf,0.7
"3dgcqa-4k/latentnerf/a_cumin_seed,_toasting,_earthy_style@20250911-021459",latentnerf,0.6
"3dgcqa-4k/latentnerf/a_dwarf_hamster,_scurrying,_tiny_style@20250911-012617",latentnerf,0.0
"3dgcqa-4k/latentnerf/a_gaming_mouse,_clicking,_responsive_style@20250922-034242",latentnerf,1.5
"3dgcqa-4k/latentnerf/a_gelato,_scooping,_Italian_style@20250909-164619",latentnerf,2.1
"3dgcqa-4k/latentnerf/a_cinnamon_stick,_simmering,_warm_style@20250910-101913",latentnerf,3.1
"3dgcqa-4k/latentnerf/a_satin_sheet,_draping,_luxury_style@20250912-113440",latentnerf,2.0
"3dgcqa-4k/latentnerf/a_crepe,_filling,_delicate_style@20250918-201333",latentnerf,1.2
"3dgcqa-4k/latentnerf/a_canary,_singing,_bright_style@20250912-061411",latentnerf,2.3
"3dgcqa-4k/latentnerf/a_hot_cider,_mulling,_festive_style@20251024-161507",latentnerf,0.0
"3dgcqa-4k/latentnerf/a_toy_car,_zooming,_comic_style@20250923-153737",latentnerf,0.7
"3dgcqa-4k/latentnerf/a_model_airplane,_constructing,_detailed_style@20250918-035956",latentnerf,1.5
"3dgcqa-4k/latentnerf/a_wrench,_turning,_vintage_style@20250918-234056",latentnerf,2.7
"3dgcqa-4k/latentnerf/a_puzzle_piece,_fitting,_flat_style@20251024-154211",latentnerf,3.0
"3dgcqa-4k/latentnerf/a_decorative_plate,_displaying,_ornamental_style@20250911-213542",latentnerf,4.1
"3dgcqa-4k/latentnerf/a_pie,_slicing,_homemade_style@20250923-044118",latentnerf,1.0
"3dgcqa-4k/latentnerf/a_harpoon,_thrusting,_whaling_style@20251024-201043",latentnerf,0.3
"3dgcqa-4k/latentnerf/a_humidifier,_misting,_wellness_style@20250923-095836",latentnerf,0.0
"3dgcqa-4k/latentnerf/a_hammer,_swinging,_sketch_style@20251024-143450",latentnerf,2.7
"3dgcqa-4k/latentnerf/a_hedge_trimmer,_trimming,_garden_style@20250920-100438",latentnerf,2.6
"3dgcqa-4k/latentnerf/a_lantern,_illuminating,_vintage_style@20250912-174333",latentnerf,0.0
"3dgcqa-4k/latentnerf/a_denim_jacket,_fraying,_edgy_style@20250911-232403",latentnerf,1.5
"3dgcqa-4k/latentnerf/a_ginger_root,_grating,_zingy_style@20250923-153737",latentnerf,0.3
"3dgcqa-4k/latentnerf/a_wire_cutter,_snipping,_electrical_style@20250920-234113",latentnerf,0.5
"3dgcqa-4k/latentnerf/a_statue,_crumbling,_classical_style@20250920-013722",latentnerf,0.4
